orderdate,shipdate,shipmode,customername,segment,country,market,category,productname,sales,quantity,profit,shippingcost,row_no
2011-10-02,2011-02-15,Standard Class,Michelle Ellison,Corporate,Spain,EU,Office Supplies,Boston Highlighters,19,1,4.2,2.24,572
2011-10-02,2011-02-14,Standard Class,Jennifer Patt,Corporate,Switzerland,EU,Office Supplies,BIC Highlighters,19,1,7.56,1.44,573
2011-10-02,2011-02-14,Standard Class,Philisse Overcash,Home Office,Moldova,EMEA,Office Supplies,Sanford Pens,14,1,6.54,1.32,574
2011-10-02,2011-02-13,Second Class,Michelle Ellison,Corporate,China,APAC,Office Supplies,Acme Ruler,9,1,-7.725,0.98,575
2011-10-02,2011-02-15,Second Class,John Huston,Consumer,South Africa,Africa,Office Supplies,Ibico Index Tab,8,1,3.09,0.84,576
2011-10-02,2011-02-14,Standard Class,Philisse Overcash,Home Office,Moldova,EMEA,Office Supplies,Accos Thumb Tacks,13,1,4.44,0.83,577
2011-10-02,2011-02-13,First Class,Mary O'Rourke,Consumer,Uganda,Africa,Office Supplies,Cardinal Binder Covers,3,1,-5.052,0.39,578
2011-11-02,2011-02-15,Standard Class,Anna Häberlin,Corporate,Zimbabwe,Africa,Technology,Hewlett Ink,445,10,-371.04,16.58,579
2011-11-02,2011-02-13,Second Class,Lisa DeCherney,Consumer,Iran,EMEA,Technology,Samsung Signal Booster,138,1,66.18,15.49,580
2011-11-02,2011-02-15,Standard Class,Steve Nguyen,Home Office,Brazil,LATAM,Technology,Canon Personal Copier,190,2,81.41936,11.76,581
2011-11-02,2011-02-13,Second Class,Lisa DeCherney,Consumer,Iran,EMEA,Office Supplies,Smead Shelving,49,1,22.02,6.81,582
2011-11-02,2011-02-15,Standard Class,Anna Häberlin,Corporate,Zimbabwe,Africa,Office Supplies,Fiskars Box Cutter,67,6,-55.728,5.99,583
2011-11-02,2011-02-15,Standard Class,Anna Häberlin,Corporate,Zimbabwe,Africa,Office Supplies,Rogers File Cart,85,2,-124.662,5.61,584
2011-11-02,2011-02-15,Standard Class,Sung Pak,Corporate,India,APAC,Office Supplies,Cardinal Index Tab,22,3,3.87,2.92,585
2011-11-02,2011-02-15,Standard Class,Anna Häberlin,Corporate,Zimbabwe,Africa,Furniture,Advantus Light Bulb,12,2,-20.142,1.39,586
2011-12-02,2011-02-16,Standard Class,Natalie Fritzler,Consumer,United States,US,Furniture,Hon 2111 Invitation Series Corner Table,1,6,75.3732,212.94,587
2011-12-02,2011-02-14,First Class,Eric Murdock,Consumer,Morocco,Africa,Furniture,SAFCO Swivel Stool,682,4,327.12,201.54,588
2011-12-02,2011-02-16,Standard Class,Natalie Fritzler,Consumer,United States,US,Technology,Enermax Aurora Lite Keyboard,234,3,103.158,38.36,589
2011-12-02,2011-02-16,Second Class,Guy Armstrong,Consumer,United States,US,Furniture,Rubbermaid ClusterMat Chairmats,333,3,53.2704,18.55,590
2011-12-02,2011-02-14,First Class,Eric Murdock,Consumer,Morocco,Africa,Office Supplies,Smead Shelving,48,1,22.08,12.48,591
2011-12-02,2011-02-16,Second Class,Guy Armstrong,Consumer,United States,US,Furniture,Global Value Mid,61,1,15.2225,10.07,592
2011-12-02,2011-02-14,First Class,Eric Murdock,Consumer,Morocco,Africa,Office Supplies,Eaton Computer Printout Paper,26,1,11.37,8.97,593
2011-12-02,2011-02-14,First Class,Eric Murdock,Consumer,Morocco,Africa,Office Supplies,Fellowes Trays,57,1,3.99,8.97,594
2011-12-02,2011-02-16,Second Class,Guy Armstrong,Consumer,United States,US,Office Supplies,Fellowes Neat Ideas Storage Cubes,65,2,2.5984,6.78,595
2011-12-02,2011-02-16,Second Class,Guy Armstrong,Consumer,United States,US,Office Supplies,VariCap6 Expandable Binder,52,3,24.393,3.52,596
2011-12-02,2011-02-16,Standard Class,Natalie Fritzler,Consumer,United States,US,Office Supplies,Wilson Jones Leather,17,2,8.2062,1.47,597
2011-12-02,2011-02-16,Second Class,Guy Armstrong,Consumer,United States,US,Office Supplies,Avery 483,15,3,6.8724,1.12,598
2011-12-02,2011-02-19,Standard Class,Michael Granlund,Home Office,India,APAC,Office Supplies,Cardinal Binder,14,1,3.3,0.97,599
2011-12-02,2011-02-16,Second Class,Guy Armstrong,Consumer,United States,US,Office Supplies,Wilson Jones Turn Tabs Binder Tool for Ring Binders,10,2,4.4344,0.33,600
2011-02-13,2011-02-19,Standard Class,Sanjit Chand,Consumer,United States,US,Furniture,Global Geo Office Task Chair,130,2,-24.294,3.26,601
2011-02-14,2011-02-16,Second Class,Muhammed MacIntyre,Corporate,Russia,EMEA,Technology,Canon Fax Machine,1,4,319.8,286.19,602
2011-02-14,2011-02-16,Second Class,Muhammed MacIntyre,Corporate,Russia,EMEA,Furniture,Eldon Frame,465,4,130.2,121.21,603
2011-02-14,2011-02-16,Second Class,Muhammed MacIntyre,Corporate,Russia,EMEA,Technology,Brother Ink,297,2,145.74,82.46,604
2011-02-14,2011-02-18,Standard Class,Katrina Bavinger,Home Office,Australia,APAC,Technology,Cisco Signal Booster,607,4,115.32,31.65,605
2011-02-14,2011-02-18,Standard Class,Katrina Bavinger,Home Office,Australia,APAC,Office Supplies,Tenex Lockers,406,2,178.8,30.38,606
2011-02-14,2011-02-18,Standard Class,Jasper Cacioppo,Consumer,Niger,Africa,Office Supplies,SanDisk Computer Printout Paper,238,8,106.8,28.45,607
2011-02-14,2011-02-19,Standard Class,Laurel Beltran,Home Office,Cuba,LATAM,Technology,Motorola Office Telephone,192,4,13.36,20.14,608
2011-02-14,2011-02-18,Standard Class,Toby Gnade,Consumer,China,APAC,Office Supplies,Sanford Canvas,254,5,76.05,16.29,609
2011-02-14,2011-02-18,Second Class,Toby Carlisle,Consumer,Senegal,Africa,Office Supplies,GlobeWeis Mailers,77,2,0.72,15.23,610
2011-02-14,2011-02-19,Standard Class,Laurel Beltran,Home Office,Cuba,LATAM,Office Supplies,Elite Scissors,77,6,24.6,13.32,611
2011-02-14,2011-02-18,Standard Class,Toby Gnade,Consumer,China,APAC,Furniture,Tenex Photo Frame,147,3,61.56,11.53,612
2011-02-14,2011-02-19,Standard Class,Laurel Beltran,Home Office,Cuba,LATAM,Office Supplies,Rogers Shelving,82,2,22.84,9.61,613
2011-02-14,2011-02-19,Standard Class,Laurel Beltran,Home Office,Cuba,LATAM,Technology,Belkin Numeric Keypad,77,2,33.2,8.38,614
2011-02-14,2011-02-18,Standard Class,Katrina Bavinger,Home Office,Australia,APAC,Office Supplies,Fiskars Trimmer,156,4,26.52,6.91,615
2011-02-14,2011-02-16,Second Class,Deborah Brumfield,Home Office,Hong Kong,APAC,Office Supplies,Stockwell Clamps,58,3,5.13,6.7,616
2011-02-14,2011-02-16,Second Class,Deborah Brumfield,Home Office,Hong Kong,APAC,Technology,Motorola Office Telephone,73,1,29.94,6.34,617
2011-02-14,2011-02-19,Second Class,Helen Andreada,Consumer,Spain,EU,Office Supplies,BIC Markers,26,1,0.51,2.68,618
2011-02-14,2011-02-18,Standard Class,Katrina Bavinger,Home Office,Australia,APAC,Office Supplies,Avery Index Tab,27,4,5.04,2.11,619
2011-02-14,2011-02-18,Second Class,Toby Carlisle,Consumer,Senegal,Africa,Office Supplies,Avery Index Tab,16,2,6.42,2.03,620
2011-02-14,2011-02-20,Standard Class,Toby Braunhardt,Consumer,Russia,EMEA,Office Supplies,Sanford Pencil Sharpener,27,1,13.53,2.03,621
2011-02-14,2011-02-19,Standard Class,Laurel Beltran,Home Office,Cuba,LATAM,Office Supplies,Stanley Pens,14,2,6.16,1.78,622
2011-02-14,2011-02-19,Second Class,Helen Andreada,Consumer,Spain,EU,Office Supplies,Eldon Box,9,1,1.614,0.79,623
2011-02-15,2011-02-16,First Class,Pete Armstrong,Home Office,South Africa,Africa,Office Supplies,Smead Lockers,2,14,779.52,422.25,624
2011-02-15,2011-02-19,Standard Class,Jeremy Ellison,Consumer,Japan,APAC,Furniture,Sauder Classic Bookcase,1,4,645.24,181.61,625
2011-02-15,2011-02-21,Standard Class,Christopher Martinez,Consumer,Philippines,APAC,Technology,Nokia Signal Booster,921,9,-172.125,128.01,626
2011-02-15,2011-02-21,Standard Class,Christopher Martinez,Consumer,Philippines,APAC,Technology,Brother Fax Machine,1,6,-456.174,118.63,627
2011-02-15,2011-02-20,Standard Class,Gary Zandusky,Consumer,Netherlands,EU,Furniture,Sauder Classic Bookcase,875,4,-577.32,78.18,628
2011-02-15,2011-02-21,Standard Class,Tracy Poddar,Corporate,Spain,EU,Furniture,Hon Executive Leather Armchair,728,2,-81.864,60.76,629
2011-02-15,2011-02-20,Standard Class,Gary Zandusky,Consumer,Netherlands,EU,Furniture,Barricks Coffee Table,273,3,-499.977,21.13,630
2011-02-15,2011-02-19,Standard Class,Marina Lichtenstein,Corporate,United States,US,Office Supplies,Compact Automatic Electric Letter Opener,239,2,4.7724,20.08,631
2011-02-15,2011-02-21,Standard Class,Christopher Martinez,Consumer,Philippines,APAC,Technology,Cisco Headset,137,2,-1.845,16.42,632
2011-02-15,2011-02-20,Standard Class,Trudy Brown,Consumer,Democratic Republic of the Congo,Africa,Technology,Okidata Calculator,209,4,4.08,15.22,633
2011-02-15,2011-02-19,Standard Class,Marina Lichtenstein,Corporate,United States,US,Technology,Logitech G600 MMO Gaming Mouse,240,3,86.3892,13.45,634
2011-02-15,2011-02-20,Standard Class,Trudy Brown,Consumer,Democratic Republic of the Congo,Africa,Office Supplies,Tenex File Cart,135,1,63.24,13.08,635
2011-02-15,2011-02-20,Standard Class,Trudy Brown,Consumer,Democratic Republic of the Congo,Africa,Office Supplies,Boston Markers,158,6,64.8,10.16,636
2011-02-15,2011-02-20,Standard Class,Trudy Brown,Consumer,Democratic Republic of the Congo,Africa,Office Supplies,Cuisinart Blender,133,2,1.32,9.99,637
2011-02-15,2011-02-20,Standard Class,Trudy Brown,Consumer,Democratic Republic of the Congo,Africa,Office Supplies,Stanley Canvas,99,2,23.82,9.19,638
2011-02-15,2011-02-21,Standard Class,Tracy Poddar,Corporate,Spain,EU,Furniture,Rubbermaid Door Stop,127,3,19.08,8.53,639
2011-02-15,2011-02-20,Standard Class,Trudy Brown,Consumer,Democratic Republic of the Congo,Africa,Office Supplies,Green Bar Message Books,95,4,9.48,6.19,640
2011-02-15,2011-02-20,Standard Class,Trudy Brown,Consumer,Democratic Republic of the Congo,Africa,Furniture,Eldon Clock,55,1,18.72,5.69,641
2011-02-15,2011-02-19,Standard Class,Marina Lichtenstein,Corporate,United States,US,Office Supplies,Belkin 8 Outlet Surge Protector,82,2,22.9488,4.71,642
2011-02-15,2011-02-20,Standard Class,Trudy Brown,Consumer,Democratic Republic of the Congo,Africa,Office Supplies,Green Bar Note Cards,31,1,3.42,1.95,643
2011-02-15,2011-02-20,Second Class,Shui Tom,Consumer,United States,US,Office Supplies,Memo Book,16,3,6.066,1.27,644
2011-02-15,2011-02-20,Standard Class,Trudy Brown,Consumer,Democratic Republic of the Congo,Africa,Office Supplies,OIC Push Pins,30,2,12.0,0.95,645
2011-02-16,2011-02-19,Second Class,Odella Nelson,Corporate,France,EU,Furniture,SAFCO Executive Leather Armchair,4,11,1868.13,506.27,646
2011-02-16,2011-02-21,Standard Class,Benjamin Farhat,Home Office,India,APAC,Technology,Okidata Card Printer,1,7,423.78,113.03,647
2011-02-16,2011-02-20,Standard Class,Matt Hagelstein,Corporate,Cuba,LATAM,Technology,Enermax Router,517,3,180.96,48.23,648
2011-02-16,2011-02-19,Second Class,Odella Nelson,Corporate,France,EU,Office Supplies,Hoover Microwave,277,1,-0.027,27.94,649
2011-02-16,2011-02-21,Standard Class,Bart Watters,Corporate,Australia,APAC,Technology,Panasonic Printer,480,2,58.638,26.73,650
2011-02-16,2011-02-21,Standard Class,Bart Watters,Corporate,Australia,APAC,Furniture,Office Star Swivel Stool,476,3,15.831,25.88,651
2011-02-16,2011-02-19,Second Class,Odella Nelson,Corporate,France,EU,Technology,Nokia Audio Dock,284,2,43.371,23.67,652
2011-02-16,2011-02-21,Standard Class,Bart Watters,Corporate,Australia,APAC,Furniture,Novimex Swivel Stool,292,2,38.874,12.64,653
2011-02-16,2011-02-20,Standard Class,Matt Hagelstein,Corporate,Cuba,LATAM,Office Supplies,Hamilton Beach Blender,239,5,31.1,12.28,654
2011-02-16,2011-02-21,Standard Class,Benjamin Farhat,Home Office,India,APAC,Furniture,Advantus Clock,150,3,58.5,8.48,655
2011-02-16,2011-02-20,Standard Class,Matt Hagelstein,Corporate,Cuba,LATAM,Technology,Brother Ink,294,3,49.4508,7.47,656
2011-02-16,2011-02-19,Second Class,Odella Nelson,Corporate,France,EU,Office Supplies,Stanley Highlighters,90,6,32.22,6.89,657
2011-02-16,2011-02-20,Standard Class,Rob Williams,Corporate,France,EU,Technology,Apple Speaker Phone,105,1,30.8415,5.83,658
2011-02-16,2011-02-20,Second Class,Tracy Zic,Consumer,Nicaragua,LATAM,Furniture,Tenex Stacking Tray,80,5,1.5,4.39,659
2011-02-16,2011-02-20,Standard Class,Rob Williams,Corporate,France,EU,Office Supplies,Enermax Parchment Paper,62,4,0.0,3.13,660
2011-02-16,2011-02-20,Standard Class,Barry Französisch,Corporate,United States,US,Office Supplies,Pressboard Data Binders by Wilson Jones,21,5,7.209,2.41,661
2011-02-16,2011-02-21,Standard Class,Benjamin Farhat,Home Office,India,APAC,Office Supplies,Avery Color Coded Labels,40,3,8.73,2.35,662
2011-02-16,2011-02-21,Standard Class,Benjamin Farhat,Home Office,India,APAC,Furniture,Bush Corner Shelving,123,1,50.61,1.34,663
2011-02-16,2011-02-20,Standard Class,Rob Williams,Corporate,France,EU,Office Supplies,Boston Highlighters,38,2,8.4,1.32,664
2011-02-16,2011-02-20,Standard Class,Matt Hagelstein,Corporate,Cuba,LATAM,Office Supplies,Acco Index Tab,11,2,4.48,0.7,665
2011-02-17,2011-02-22,Standard Class,Emily Ducich,Home Office,Guatemala,LATAM,Technology,Cisco Signal Booster,309,3,102.06,26.54,666
2011-02-17,2011-02-22,Standard Class,Emily Ducich,Home Office,Guatemala,LATAM,Furniture,Advantus Light Bulb,67,5,2.6,11.37,667
2011-02-17,2011-02-19,First Class,Laura Armstrong,Corporate,China,APAC,Office Supplies,Advantus Rubber Bands,70,5,29.4,10.97,668
2011-02-17,2011-02-22,Standard Class,Laurel Beltran,Home Office,Thailand,APAC,Office Supplies,Ibico Binding Machine,127,3,-25.9488,7.69,669
2011-02-17,2011-02-22,Standard Class,Emily Ducich,Home Office,Guatemala,LATAM,Office Supplies,GlobeWeis Peel and Seal,29,2,13.96,2.53,670
2011-02-17,2011-02-19,First Class,Katrina Willman,Consumer,Zimbabwe,Africa,Office Supplies,Binney & Smith Markers,8,1,-14.469,2.38,671
2011-02-17,2011-02-22,Standard Class,Michael Nguyen,Consumer,United States,US,Office Supplies,Holmes Cool Mist Humidifier for the Whole House with 8,8,2,-13.93,0.92,672
2011-02-17,2011-02-22,Standard Class,Roger Demir,Consumer,Nigeria,Africa,Office Supplies,Harbour Creations Removable Labels,6,2,-7.05,0.56,673
2011-02-17,2011-02-19,First Class,Katrina Willman,Consumer,Zimbabwe,Africa,Office Supplies,Sanford Highlighters,6,1,-6.441,0.4,674
2011-02-17,2011-02-22,Standard Class,Michael Nguyen,Consumer,United States,US,Office Supplies,Wilson Jones Easy Flow II Sheet Lifters,1,3,-1.728,0.11,675
2011-02-18,2011-02-21,Second Class,Michelle Lonsdale,Corporate,Australia,APAC,Technology,Cisco Audio Dock,825,5,54.87,161.63,676
2011-02-18,2011-02-20,First Class,Skye Norling,Home Office,Canada,Canada,Office Supplies,Cuisinart Microwave,277,1,30.42,46.69,677
2011-02-18,2011-02-20,First Class,Charles McCrossin,Consumer,South Korea,APAC,Technology,SanDisk Router,258,2,-165.03,29.12,678
2011-02-18,2011-02-23,Standard Class,Alan Barnes,Consumer,France,EU,Technology,Panasonic Calculator,129,3,-1.53,13.21,679
2011-02-18,2011-02-23,Standard Class,Ruben Dartt,Consumer,India,APAC,Furniture,Harbour Creations Steel Folding Chair,300,3,18.0,12.23,680
2011-02-18,2011-02-24,Standard Class,Jim Radford,Consumer,Australia,APAC,Office Supplies,SanDisk Parchment Paper,82,5,24.39,7.44,681
2011-02-18,2011-02-20,First Class,Skye Norling,Home Office,Canada,Canada,Office Supplies,Acme Box Cutter,37,1,13.02,7.41,682
2011-02-18,2011-02-22,Second Class,Daniel Lacy,Consumer,Germany,EU,Office Supplies,OIC Staples,62,7,23.31,7.12,683
2011-02-18,2011-02-20,First Class,Skye Norling,Home Office,Canada,Canada,Office Supplies,KitchenAid Blender,97,1,36.84,6.88,684
2011-02-18,2011-02-21,Second Class,Michelle Lonsdale,Corporate,Australia,APAC,Office Supplies,Elite Letter Opener,24,1,10.41,5.13,685
2011-02-18,2011-02-25,Standard Class,Delfina Latchford,Consumer,United States,US,Office Supplies,Staples,54,14,8.8088,4.11,686
2011-02-18,2011-02-20,First Class,Skye Norling,Home Office,Canada,Canada,Office Supplies,SanDisk Note Cards,30,1,7.71,3.92,687
2011-02-18,2011-02-24,Standard Class,Ken Heidel,Corporate,France,EU,Office Supplies,OIC Thumb Tacks,35,3,13.77,3.5,688
2011-02-18,2011-02-23,Standard Class,Alan Barnes,Consumer,France,EU,Office Supplies,Avery Hole Reinforcements,24,4,8.4,2.77,689
2011-02-18,2011-02-21,Second Class,Michelle Lonsdale,Corporate,Australia,APAC,Office Supplies,Novimex Removable Labels,14,2,1.686,1.37,690
2011-02-18,2011-02-22,Second Class,Daniel Lacy,Consumer,Germany,EU,Office Supplies,Advantus Thumb Tacks,55,5,8.25,1.27,691
2011-02-19,2011-02-21,Second Class,Larry Tron,Consumer,India,APAC,Office Supplies,Stiletto Trimmer,118,3,36.63,9.87,692
2011-02-19,2011-02-19,Same Day,Troy Blackwell,Consumer,United States,US,Furniture,DAX Copper Panel Document Frame,25,5,-11.322,1.39,693
2011-02-19,2011-02-25,Standard Class,Aaron Bergman,Consumer,United States,US,Office Supplies,Akro Stacking Bins,13,2,-2.5248,0.97,694
2011-02-21,2011-02-25,Standard Class,Sam Craven,Consumer,Japan,APAC,Technology,StarTech Card Printer,803,5,224.85,78.45,695
2011-02-21,2011-02-26,Standard Class,Zuschuss Donatelli,Consumer,Italy,EU,Furniture,Barricks Round Table,1,4,-942.9,72.92,696
2011-02-21,2011-02-25,Standard Class,John Lucas,Consumer,Australia,APAC,Office Supplies,Eldon File Cart,806,7,-62.853,54.17,697
2011-02-21,2011-02-28,Standard Class,Erin Ashbrook,Corporate,China,APAC,Technology,Canon Ink,297,2,56.46,51.95,698
2011-02-21,2011-02-21,Same Day,Liz MacKendrick,Consumer,Philippines,APAC,Office Supplies,Green Bar Cards & Envelopes,173,6,-104.031,37.06,699
2011-02-21,2011-02-25,Second Class,Andrew Roberts,Consumer,Hong Kong,APAC,Furniture,Ikea Floating Shelf Set,346,2,114.06,27.59,700
2011-02-21,2011-02-28,Standard Class,Erin Ashbrook,Corporate,China,APAC,Office Supplies,GlobeWeis Peel and Seal,150,6,70.2,19.92,701
2011-02-21,2011-02-25,Standard Class,John Lucas,Consumer,Australia,APAC,Technology,Apple Office Telephone,184,3,75.591,18.66,702
2011-02-21,2011-02-23,Second Class,Arthur Gainer,Consumer,Singapore,APAC,Furniture,SAFCO Chairmat,179,3,69.93,17.13,703
2011-02-21,2011-02-26,Standard Class,Zuschuss Donatelli,Consumer,Italy,EU,Office Supplies,Binney & Smith Canvas,164,3,78.48,16.05,704
2011-02-21,2011-02-21,Same Day,Liz MacKendrick,Consumer,Philippines,APAC,Technology,Nokia Speaker Phone,93,1,-7.47,8.84,705
2011-02-21,2011-02-27,Standard Class,Linda Cazamias,Corporate,United States,US,Technology,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62,3,22.4316,3.97,706
2011-02-21,2011-02-25,Second Class,Andrew Roberts,Consumer,Hong Kong,APAC,Office Supplies,Stockwell Thumb Tacks,25,2,4.74,2.96,707
2011-02-21,2011-02-25,Standard Class,John Lucas,Consumer,Australia,APAC,Office Supplies,Novimex Round Labels,36,6,8.244,2.54,708
2011-02-21,2011-02-26,Standard Class,Zuschuss Donatelli,Consumer,Italy,EU,Technology,Okidata Calculator,30,1,-5.466,2.41,709
2011-02-21,2011-02-26,Standard Class,Zuschuss Donatelli,Consumer,Italy,EU,Office Supplies,Smead Trays,29,1,-13.092,2.34,710
2011-02-21,2011-02-25,Standard Class,Sarah Jordon,Consumer,Switzerland,EU,Office Supplies,Stockwell Thumb Tacks,21,2,5.88,1.8,711
2011-02-21,2011-02-25,Standard Class,Sarah Jordon,Consumer,Switzerland,EU,Office Supplies,Smead Box,32,3,8.37,1.77,712
2011-02-21,2011-02-28,Standard Class,Alice McCarthy,Corporate,Italy,EU,Office Supplies,Novimex File Folder Labels,18,3,3.69,1.54,713
2011-02-21,2011-02-25,Standard Class,Steven Roelle,Home Office,United States,US,Office Supplies,Xerox 204,13,2,6.2208,1.14,714
2011-02-21,2011-02-27,Standard Class,Linda Cazamias,Corporate,United States,US,Furniture,Master Caster Door Stop,20,4,6.9088,0.83,715
2011-02-22,2011-02-26,Standard Class,Paul Gonzalez,Consumer,Italy,EU,Technology,Konica Printer,477,3,39.672,85.57,716
2011-02-22,2011-02-27,Second Class,Rick Wilson,Corporate,Poland,EMEA,Office Supplies,Avery Binding Machine,403,8,24.0,30.21,717
2011-02-22,2011-02-26,Standard Class,Paul Gonzalez,Consumer,Italy,EU,Furniture,Advantus Clock,103,2,29.76,20.15,718
2011-02-22,2011-02-27,Standard Class,Sam Zeldin,Home Office,Iran,EMEA,Furniture,Hon Computer Table,490,1,63.66,17.73,719
2011-02-22,2011-02-27,Second Class,Rick Wilson,Corporate,Poland,EMEA,Technology,Panasonic Phone,333,4,29.88,15.62,720
2011-02-22,2011-02-26,Standard Class,Paul Gonzalez,Consumer,Italy,EU,Office Supplies,Avery Binder Covers,63,5,8.1,9.61,721
2011-02-22,2011-02-27,Standard Class,Christopher Martinez,Consumer,Ireland,EU,Technology,Apple Speaker Phone,185,3,-92.52,9.15,722
2011-02-22,2011-02-27,Standard Class,Sam Zeldin,Home Office,Iran,EMEA,Office Supplies,Stockwell Clamps,115,6,25.38,6.92,723
2011-02-22,2011-02-26,Standard Class,Rick Huthwaite,Home Office,India,APAC,Technology,Logitech Memory Card,207,2,43.5,5.99,724
2011-02-22,2011-02-27,Standard Class,Sam Zeldin,Home Office,Iran,EMEA,Office Supplies,Fellowes Shelving,58,1,15.03,5.34,725
2011-02-22,2011-02-24,Second Class,Andrew Gjertsen,Corporate,Turkey,EMEA,Office Supplies,Rogers Trays,25,1,-18.528,3.84,726
2011-02-22,2011-02-26,Standard Class,Paul Gonzalez,Consumer,Italy,EU,Office Supplies,Acco Binder Covers,41,3,12.24,3.66,727
2011-02-22,2011-02-26,Standard Class,Paul Gonzalez,Consumer,Italy,EU,Office Supplies,Avery Binder Covers,23,2,8.22,3.23,728
2011-02-22,2011-02-26,Standard Class,Patricia Hirasaki,Home Office,Democratic Republic of the Congo,Africa,Office Supplies,BIC Highlighters,38,2,15.12,3.15,729
2011-02-22,2011-02-27,Second Class,Rick Wilson,Corporate,Poland,EMEA,Office Supplies,Jiffy Peel and Seal,47,2,8.94,1.95,730
2011-02-22,2011-02-24,Second Class,Julia Dunbar,Consumer,France,EU,Office Supplies,Wilson Jones Hole Reinforcements,10,2,2.34,1.09,731
2011-02-22,2011-02-26,Standard Class,Tamara Manning,Consumer,United States,US,Office Supplies,GBC Standard Plastic Binding Systems Combs,9,5,-13.7175,0.7,732
2011-02-22,2011-02-24,Second Class,Andrew Gjertsen,Corporate,Turkey,EMEA,Office Supplies,Eaton Parchment Paper,6,1,-5.658,0.54,733
2011-02-22,2011-02-27,Standard Class,Sam Zeldin,Home Office,Iran,EMEA,Office Supplies,Harbour Creations Color Coded Labels,11,1,1.5,0.34,734
2011-02-22,2011-02-26,Standard Class,Michelle Lonsdale,Corporate,Turkey,EMEA,Office Supplies,Hon Shipping Labels,4,1,-2.322,0.34,735
2011-02-23,2011-02-26,First Class,Mitch Gastineau,Corporate,India,APAC,Technology,Hewlett Wireless Fax,1,4,732.72,319.53,736
2011-02-23,2011-02-26,First Class,Mitch Gastineau,Corporate,India,APAC,Furniture,Ikea Classic Bookcase,2,5,41.25,248.81,737
2011-02-23,2011-02-26,First Class,Mary O'Rourke,Consumer,Mexico,LATAM,Furniture,Harbour Creations Bag Chairs,158,5,-0.06,59.64,738
2011-02-23,2011-02-26,Second Class,Roland Fjeld,Consumer,Pakistan,APAC,Furniture,Harbour Creations Steel Folding Chair,160,2,-28.056,25.95,739
2011-02-23,2011-02-26,Second Class,Roland Fjeld,Consumer,Pakistan,APAC,Technology,Nokia Office Telephone,98,3,-29.43,13.05,740
2011-02-23,2011-02-23,Same Day,Carlos Meador,Consumer,Azerbaijan,EMEA,Office Supplies,Wilson Jones Binding Machine,49,1,5.4,9.76,741
2011-02-23,2011-02-26,First Class,Mitch Gastineau,Corporate,India,APAC,Office Supplies,Stiletto Trimmer,169,4,70.8,8.4,742
2011-02-23,2011-02-25,First Class,Sue Ann Reed,Consumer,United States,US,Office Supplies,Xerox 220,19,3,9.3312,5.01,743
2011-02-23,2011-02-26,First Class,Mitch Gastineau,Corporate,India,APAC,Office Supplies,Cameo Clasp Envelope,17,2,3.3,3.97,744
2011-02-23,2011-02-26,Second Class,Roland Fjeld,Consumer,Pakistan,APAC,Office Supplies,SanDisk Note Cards,45,3,0.0,1.48,745
2011-02-23,2011-02-28,Standard Class,Giulietta Dortch,Corporate,Italy,EU,Furniture,Harbour Creations Bag Chairs,47,2,-60.408,0.93,746
2011-02-24,2011-02-28,Standard Class,Julie Creighton,Corporate,Belgium,EU,Furniture,Bush Classic Bookcase,2,5,103.8,197.11,747
2011-02-24,2011-02-25,First Class,Tom Stivers,Corporate,Iran,EMEA,Technology,Cisco Smart Phone,654,1,287.85,136.02,748
2011-02-24,2011-02-24,Same Day,Carlos Soltero,Consumer,Brazil,LATAM,Technology,Canon Wireless Fax,501,2,84.39504,69.65,749
2011-02-24,2011-02-25,First Class,Tom Stivers,Corporate,Iran,EMEA,Technology,Belkin Keyboard,490,6,29.34,39.03,750
2011-02-24,2011-02-28,Standard Class,Gary Zandusky,Consumer,Brazil,LATAM,Technology,Okidata Printer,143,2,-85.976,22.4,751
2011-02-24,2011-02-25,First Class,Jim Mitchum,Corporate,Myanmar (Burma),APAC,Office Supplies,Kraft Peel and Seal,95,5,-7.0065,19.89,752
2011-02-24,2011-02-24,Same Day,Carlos Soltero,Consumer,Brazil,LATAM,Technology,Cisco Signal Booster,612,6,238.8,19.51,753
2011-02-24,2011-02-28,Standard Class,Julie Creighton,Corporate,Belgium,EU,Office Supplies,Acco Binding Machine,309,6,77.04,13.8,754
2011-02-24,2011-03-03,Standard Class,Toby Braunhardt,Consumer,Canada,Canada,Office Supplies,Fellowes Shelving,57,1,23.31,7.54,755
2011-02-24,2011-02-28,Standard Class,Gary Zandusky,Consumer,Dominican Republic,LATAM,Technology,Okidata Printer,107,2,-121.792,7.32,756
2011-02-24,2011-02-25,First Class,Tom Stivers,Corporate,Iran,EMEA,Office Supplies,Rogers Trays,62,1,24.84,6.07,757
2011-02-24,2011-02-27,First Class,Damala Kotsonis,Corporate,Nigeria,Africa,Technology,Okidata Receipt Printer,37,1,-81.201,5.89,758
2011-02-24,2011-02-25,First Class,Tom Stivers,Corporate,Iran,EMEA,Office Supplies,Acco Hole Reinforcements,27,4,2.28,5.51,759
2011-02-24,2011-02-28,Standard Class,Julie Creighton,Corporate,Belgium,EU,Technology,Brother Copy Machine,525,2,57.66,4.97,760
2011-02-24,2011-02-28,Standard Class,Christy Brittain,Consumer,Senegal,Africa,Technology,Logitech Flash Drive,64,2,30.06,4.15,761
